OBJECTID,DAQ_ID,COMPANY,ADDRESS1,ADDRESS2,ADDRESS3,CITY,COUNTY,EASTING,NORTHING,YEAR,CARBON_MONOXIDE,OXIDES_NITROGEN,AMMONIA,PARTICULATE_MATTER_PM10,OXIDES_SULFUR,PM25,VOLATILE_ORGANIC_COMPOUNDS,x,y
877,11977,Trans-Jordan Cities- Trans-Jordan Landfill,10473 South Bacchus Highway (Highway 111),,,South Jordan,Salt Lake,410879,4490492,2020,176.9395062,32.79226035,0.00203106,51.51971636,,9.70490356,14.80509863,-12473650.74,4947715.984
878,12919,"TreeHouse Foods, Inc.",215 North 700 West,Ogden Business Depot,,Ogden,Weber,416000,4568600,2020,17.68568431,21.06130422,0.1031548,5.90710604,,1.60060604,1.15861953,-12468095.21,5051427.854
879,14085,"UNEV Pipeline, LLC- Cedar City Terminal",4410 N Wecco Rd,,,Cedar City,Iron,301692,4181844,2020,2.68381624,0.90620586,,0.02678038,,0.01892731,15.65251538,-12607078.4,4545920.231
880,10654,United States Gypsum Company - Sigurd Plant,78 N State St,,,Sigurd,Sevier,416395,4299366,2020,27.79,15.477,0.34,21.85534,,8.36451,6.23,-12463699.8,4698654.83
881,10849,Utah Valley University- Orem Campus Engineering,800 West University Parkway,,,Orem,Utah,439299,4458907,2020,7.13262325,5.67942836,0.131944,0.34618207,,0.3450326,0.3643845,-12435948.46,4906487.811
882,10358,Varex Imaging Corporation - X-Ray Products Manufacturing Plant,1678 S. Pioneer Road,,,Salt Lake City,Salt Lake,418988,4509400,2020,0.2219016,0.51761,0.2008,0.140704,,0.140704,15.9415137,-12463260.68,4972825.825
883,11549,"Western Emulsion, Inc - North Salt Lake Asphalt Terminal",95 West 1100 North,,,North Salt Lake,Davis,422883,4523508,2020,2.14326,2.5515,0.081648,0.322914,,0.206914,1.4197325,-12458320.81,4991566.389
884,10922,Westinghouse Electric Company LLC- Zirconium Hafnium Production Plant,"10,000 West 900 South",,,Ogden,Weber,397000,4568030,2020,478.7963683,23.58361603,2.96436512,6.99548506,,6.78413861,2.40867111,-12493329.46,5050342.135
885,11436,Westroc Incorporated- Highland Pit,4600 West 11200 North,,,Highland City,Utah,435200,4476500,2020,2.91,6.76,,20.46782905,,7.52252429,0.48,-12441514.38,4929595.265
886,12121,Westroc Incorporated- Mona Aggregate Processing Plant & Concrete Batch Plant,Approximately 2.2 miles north of Mona on US Hwy 91,then east 1.5 miles,,Mona,Juab,429800,4411300,2020,7.3515,17.0361,,11.11446,,4.80038,0.785725,-12447811.17,4843997.391
887,10153,Zero Manufacturing Incorporated- Aluminum Case & Container Manufacturing Plant,500 West 200 North,,,North Salt Lake,Davis,422640,4521860,2020,2.26506,2.6965,0.086288,0.907684,,0.907684,5.1988075,-12458618.75,4989378.74
888,14047,"Alton Coal Developement, LLC Coal Hollow Mine",Coal Hollow Mine,County Road 136,,Alton,Kane,371534,4140699,2020,36.19202795,122.8011339,,24.89498611,,9.68283851,10.74451793,-12518044.22,4495594.414
889,11060,Interstate Rock Products- Hurricane Pit,3750 W 450 N,,,Hurricane,Washington,290034,4118345,2020,13.30169375,26.48646,,18.12030291,3.03639712,7.53241874,0.00849431,-12619784.87,4465339.34
890,11981,Asphalt Materials Incorporated- Bluffdale Sand Quarry,14700 S 1075 W,,,Bluffdale,Salt Lake,422000,4478500,2020,2.4,7.98,,6.239,,1.8698,1.029,-12458864.96,4932064.777
891,10675,Redmond Minerals Incorporated- Salt & Clay Mining and Salt Production Plant,6005 North 100 West,Redmond,,Sanpete County,Sanpete,424880,4322440,2020,1.72843255,4.89479072,,10.9620564,,0.45542897,0.61829608,-12453099.55,4728521.424
892,11797,"Rulon Harper Construction, Inc. Pit No. 6",8201 W 5400 S,,,Kearns,Salt Lake,408500,4500500,2020,3.90110048,19.88123077,,8.30256281,,2.66190998,0.58865465,-12476940.19,4960895.417
893,10010,Staker & Parson Companies Brigham City South Pit,620 E 500 S,,,Brigham City,Box Elder,416400,4594700,2020,10.03319747,46.07999803,,25.62713709,,5.96262906,3.66746975,-12467964.55,5086308.79
894,10011,Staker & Parson Companies- Brigham City Aggregate Plant & Pit,33 South 900 East,,,Brigham City,Box Elder,416739,4595739,2020,19.38512199,19.21133692,0.0112,20.23863985,,6.09329072,4.95778174,-12467528.46,5087704.934
895,12901,Mid-America Pipeline Company- Lisbon Pump Station,5 miles E of Hwy 160,30 miles SE of Moab,,Moab,San Juan,647500,4237700,2020,0.16725301,0.2264267,,0.82866097,,0.82866097,6.56615853,-12168748.67,4618382.672
896,12929,Wapiti Operating - Sage Brush Flat Compressor Station,"Remote location, Carbon County",Junction of Nine Mile Canyon and Cottonwood Canyon,,Carbon City,Carbon,575972,4398757,2020,2.58828878,10.43651947,,1.73127122,,1.73127122,20.55975204,-12257767.43,4827554.23
897,12948,Wapiti Operating LLC.: Dry Canyon Compressor Station,"SW/4 Sec 7, T12S,R16E",At Junct of Nine Mile Canyon &,,Carbon County,Carbon,570930,4403740,2020,2.452168,2.87913,0.0151504,1.37396994,,1.37396994,13.00521364,-12264257.03,4834117.89
898,13284,"Wapiti Operating, LLC - Interplanetary Compressor Station","NESW, Sec. 13, T12S-R14E",Remote location,,Carbon County,Carbon,560110,4402595,2020,3.60599361,5.72790601,,3.09171749,,3.09171749,12.77428515,-12278333.22,4832744.365
899,11751,Salt Lake Community College- South City Campus,1575 S State St.,,,Salt Lake City,Salt Lake,425075,4509747,2020,5.67318475,7.077088,0.21224,0.51150018,,0.51127974,0.37868657,-12455241.83,4973369.709
900,10812,Nestle USA Prepared Foods Division Inc.- Prepared Foods Processing Plant,815 West Ray Klauck Way,,,Springville,Utah,446910,4448660,2020,18.66385,11.22717,,1.8492562,,1.8492562,1.248465,-12425888.49,4893102.506
901,12279,Salt Lake Community College- Jordan Campus,3491 West Wights Ford Road,,,West Jordan,Salt Lake,418191,4492954,2020,0.97665831,1.46921336,0.03352606,0.08666911,,0.08646011,0.060638,-12464072.9,4951076.634
902,10051,"Swift Beef Company, Inc.- Hyrum Meat Packing Plant",410 North 200 West,,,Hyrum,Cache,428430,4610460,2020,32.47411173,21.24403213,1.76688615,3.91383154,,2.71003804,2.62477833,-12452130.67,5107602.261
903,12377,Intermountain Healthcare - Logan Regional Medical Center,500 E 1400 N,,,Logan,Cache,431620,4623020,2020,3.15070723,1.08041006,0.1054072,0.25483975,,0.25463799,0.20964367,-12448027.38,5124509.098
904,10817,Intermountain Healthcare - Utah Valley Regional Medical Center,1034 North 500 West,,,Provo,Utah,443400,4455500,2020,11.37709016,4.97918543,0.05744212,0.91081558,,0.90972707,0.76789241,-12430545.27,4902052.248
905,11229,"Lifetime Products, Inc.- Basketball Standards & Picnic Table Manufacturer",Building D-11 Freeport,P.O. Box 160010,,Clearfield,Davis,413290,4550430,2020,75.07548096,23.07166132,,2.47956318,,2.30856262,12.86247752,-12471409.58,5027180.33
906,11233,Mity-Lite Incorporated- Orem Manufacturing Facility,1301 West 400 North,,,Orem,Utah,438250,4461800,2020,1.09248074,1.88033932,0.0207232,0.57784599,,0.57784599,4.6201543,-12437353.04,4910280.137
907,15960,"Wardell Brothers Construction, Inc. - Devils Hollow Pit",2401 West Old Highway Road,,,Morgan,Morgan,439593,4549411,2020,1.58832753,6.03383016,,4.67047268,,2.3438853,0.22226389,-12436533.37,5026176.267
908,12185,"Utah American Energy, Inc.- Lila Canyon Mine","794 North """"C"""" Canyon Rd",,,East Carbon,Emery,557000,4364400,2020,1.43404792,3.33260478,,4.74115873,,1.58727725,0.35061654,-12282741.06,4783057.647
909,10482,"Fashion Cabinet Manufacturing, Inc.",5440 W 9620 S,,,West Jordan,Salt Lake,413813,4509042,2020,1.05077661,0.56417631,0.01176192,0.03884356,,0.03884356,36.78967116,-12470076.15,4972274.753
910,10271,Southern Utah University- Cedar City Campus,351 West University Boulevard,,,Cedar City,Iron,317343,4171910,2020,12.5916,11.15612,0.37504,1.3734881,,1.3683149,1.5810795,-12587033.97,4533786.559
911,11793,Savage Services Corporation- Savage Energy Terminal,2025 East 5000 South,,,Price,Carbon,519150,4375880,2020,4.30098581,9.60096928,,22.01770987,,3.39128795,0.69647029,-12331657.93,4798217.587
912,12943,Intermountain Health Care- New McKay Dee Hospital in Ogden,4401 Harrison Blvd,,,Ogden,Weber,420160,4559483,2020,6.23719852,1.95857453,0.03012482,0.47685295,,0.47651635,0.46877219,-12462434.88,5039337.232
913,12960,Intermountain Health Care Dixie Regional Hospital,1380 East Medical Center Dr.,,,St. George,Washington,273117,4108774,2020,6.63346962,2.28056884,0.18568575,0.57862442,,0.57794486,0.44694608,-12640659.37,4452750.428
914,13308,Intermountain Health Care- Intermountain Medical Center - Murray,5121 South Cottonwood Street,,,Murray,Salt Lake,424612,4501039,2020,11.72596191,4.17251538,0.35014537,0.9576954,,0.95621257,0.81607369,-12455735.66,4961846.812
915,10124,Silver Eagle Refining - Woods Cross Inc.- Petroleum Products Refining,2355 So. 1100 West,,,Woods Cross,Davis,423200,4524300,2020,39.27643438,31.41710466,1.23673493,3.74589138,,3.19380344,47.71117327,-12457912.87,4992621.122
916,10461,Primary Children's Medical Center,100 North Mario Capecchi Drive,,,Salt Lake City,Salt Lake,429200,4513700,2020,3.72990148,3.95140909,0.1002408,0.26466543,,0.2632381,0.25217448,-12449853.97,4978655.901
917,13083,"Dominion Energy Questar Pipeline, LLC- Thistle Creek Compression Station",Near Indianola,,,Utah County,Utah,460148,4407802,2020,0.6695,3.1586,,1.22489,,1.22489,0.6598,-12408298.86,4839713.777
918,12815,Salt Lake City Corp.- 451 S State St.,451 South State St.,,,Salt Lake City,Salt Lake,425452,4512480,2020,0.65519892,0.83394666,0.0241616,0.05879654,,0.05875463,0.04404672,-12454781.12,4976992.022
919,10047,Utah State University- Main Campus,8315 Old Main Hill,,,Logan,Cache,432560,4621850,2020,15.177802,39.146051,0.88797948,5.19602276,,4.87478084,3.476,-12446754.03,5122948.812
920,10107,ECDC Environmental LC: East Carbon Landfill,1111 W Highway 123,PO Box 69,,East Carbon,Carbon,545077,4375243,2020,28.59776984,9.51020399,0.0022099,10.53868051,,2.428239,14.67145314,-12298079.68,4797249.263
921,10034,"Paradox Midstream, LLC- Lisbon Natural Gas Processing Plant",remote locatioin,,,Moab,San Juan,650990,4225333,2020,285.57182,186.534148,1.96266082,61.90510921,,61.49765482,41.40493819,-12164601.89,4602514.575
922,11532,Dominion Energy Questar Pipeline LLC: Kastler Marushack Compressor Station,"Section 16, T3N, R24E",N4539184   E 650257,,Daggett County,Daggett,650260,4539180,2020,32.9718625,849.277286,3.85780912,5.81241712,,5.81209594,15.95333251,-12157609.22,5010861.921
923,10320,Kern River Gas Transmission Company- Fillmore Compressor Station,5800 S 6770 W Hatton Road West,"Section 34&35,T22S,R6W",,Fillmore,Millard,369500,4301150,2020,9.70149964,40.79031422,0.00705328,4.9290978,,4.9290978,2.52657966,-12523871.74,4700136.502
924,11386,Hexcel Corporation: Salt Lake Operations,6800 W 5400 S,,,West Valley City,Salt Lake,411206,4500593,2020,85.50083893,119.059019,53.69063658,89.65066446,,73.00769325,87.5769129,-12473379.28,4961061.685
925,15792,ROC - Intermountain Regional MSW Landfill,800 S Allen Ranch Road,,,Fairfield,Utah,409098,4452389,2020,5.70392772,11.57877547,,9.34344421,,1.95953715,70.08519435,-12475386.94,4897525.403
926,10562,Olympia Sales Company: Cabinet Manufacturing Facility,1537 South 700 West,,,Salt Lake City,Salt Lake,423096,4509802,2020,0.19767051,0.19677806,0.00093811,2.92672516,,2.92672516,26.75353315,-12457851.32,4973415.673
927,10148,Univar Solutions USA Inc. - Chemical Distribution Center,Clearfield Distribution Facility,Freeport Center BLDG 12,,Clearfield,Davis,412000,4550000,2020,0.192483,0.215085,0.0025904,0.0072137,,0.0072137,3.52976203,-12473112.53,5026587.746
928,14245,Staker & Parson Companies- Point West Aggregate Pit,15750 S Redwood Rd,,,Herriman,Salt Lake,418100,4479600,2020,23.64661348,77.60747013,,36.84121652,,10.20973633,7.58987984,-12464000.16,4933459.557
929,10946,Central Weber Sewer Improvement District - Wastewater Treatment Plant,2618 W Pioneer Road,,,Ogden,Weber,412650,4569380,2020,8.86657584,14.20453889,,0.24080444,,0.23982168,1.87665146,-12472558.95,5052415.653
930,10939,"PCC Structurals, Inc. - Aluminum & Stainless Steel Foundry",2738 Commerce Way,,,Ogden,Weber,414688,4563185,2020,4.82607451,4.62007143,0.1479,6.16998129,,4.45171375,4.5109704,-12469754.28,5044187.604
931,10007,Holcim (US) Inc.- Devil's Slide Plant,6055 E. Croydon Rd.,,,Morgan,Morgan,455400,4545800,2020,757.6338623,1761.493317,11.3415,77.98661105,,21.6057912,50.85526927,-12415552.98,5021523.731
932,10008,Nucor Steel- Nucor Steel,West Nucor Rd,PO Box 100,,Plymouth,Box Elder,400539,4637480,2020,1471.70067,193.6915765,2.34685777,55.46083463,,41.53151841,56.01157944,-12489908.94,5143468.594
933,10313,Graymont Western US Incorporated- Cricket Mountain Plant,"32 Miles Southwest of Delta, Utah; Highway 257",PO Box 669,,Delta (Millard),Millard,342553,4311571,2020,253.7796503,661.4444192,19.35162454,316.3243029,,141.6506253,8.55696525,-12558691.7,4712930.596
934,10892,"St. George City Power Red Rock, Millcreek and Bloomington Power Generation Stations",695 E. Skyline Dr.,,,St. George,Washington,271768,4110596,2020,12.6558165,20.08491103,,3.68373999,,3.68048874,1.21929696,-12642409.85,4454994.892
935,10028,Vulcraft - Division of Nucor Corporation- Steel Products Manufacturing,1875 West Hwy 13 South,,,Brigham City,Box Elder,411378,4598173,2020,7.07335458,7.7063793,,18.99705768,,9.05396971,49.8277409,-12474718.17,5090878.281
936,15975,City of Logan - North Valley Landfill,153 North 1400 West,,,Logan,Cache,412870,4649201,2020,0.83128739,1.93765724,,2.6594265,,0.37844181,14.8386426,-12473560.43,5159481.549
937,10580,Hallmark Cabinet Company- Wood Cabinet and Furniture Manufacturing Plant,4851 South Warehouse Road,,,Salt Lake City,Salt Lake,414550,4501730,2020,0.18969936,0.01095729,,0.38556644,,0.01556644,8.24332727,-12468994.08,4962616.279
938,10209,Kinder Morgan Altamont LLC- Altamont East Compressor Station,P O Box 587,,,Atlamont,Duchesne,564020,4467280,2020,43.77499384,342.4806973,0.00442083,4.46877905,,4.46877905,44.53136405,-12272539.44,4917463.867
939,10123,HollyFrontier Woods Cross Refining LLC,393 South 800 West,,,Woods Cross,Davis,424000,4526227,2020,275.5185395,115.7109179,7.63877807,21.25568567,,21.0141771,181.1443643,-12456882.46,4995187.429
940,12298,Bland Recycling LLC- Aggregate Processor and Asphalt Concrete Recycler,7141 S. U-111,,,West Jordan,Salt Lake,411140,4497540,2020,1.81916513,1.83920748,0.03905562,0.62325231,,0.18121423,0.17118841,-12473418.17,4957026.605
941,10311,Materion Natural Resources- Delta Mill,PO Box 815,,,Delta,Millard,376000,4370000,2020,8.18466226,11.06138466,85.57108267,22.51141911,,1.48434559,10.19419096,-12516939.09,4789315.466
942,10121,Hill Air Force Base- Main Base,75 CEG/CEIE,"7290 Weiner Street, Building 383",,Hill Air Force Base,Davis,416588,4553000,2020,128.0726986,116.8231308,2.07541,15.546895,,10.206211,117.9290085,-12467077.12,5030651.386
943,10121,Hill Air Force Base- Main Base,75 CEG/CEIE,"7290 Weiner Street, Building 383",,Hill Air Force Base,Davis,416588,4553000,2019,116.6465238,114.2162579,2.473717,15.832801,,10.392009,109.4627083,-12467077.12,5030651.386
944,11949,Schreiber Foods Incorporated- Smithfield Cheese Packing Facility,2180 West 6550 North,Attn: Kody Johnson,,Smithfield,Cache,426400,4633400,2020,4.0143025,2.70496,0.152704,0.3630645,,0.36305286,0.2630765,-12455159.78,5138399.226
945,10795,Utah Municipal Power Agency (UMPA) - Power Plant,702 North 300 West,,,Provo,Utah,443455,4454710,2020,1.4884,0.207475,,0.23132844,,0.23131454,1.25,-12430465.53,4901014.847
946,10794,McWane Ductile - Utah,2550 South Industrial Parkway,,,Provo,Utah,446300,4449800,2020,12.82490994,24.98473286,0.73243574,11.34614087,,9.14677575,22.13841738,-12426696.73,4894593.499
947,10121,Hill Air Force Base- Main Base,75 CEG/CEIE,"7290 Weiner Street, Building 383",,Hill Air Force Base,Davis,416588,4553000,2017,104.799974,101.431763,1.716589,13.30867,,8.025023,140.243886,-12467077.12,5030651.386
948,15875,"Ames Construction, Inc.- Erda Aggregate Pit",500 Village Boulevard,,,Erda,Tooele,391334,4499034,2020,4.00939915,13.50121889,,6.67005656,,1.38375139,0.51141273,-12499508.97,4958652.376
949,10505,Salt Lake Community College- Redwood Campus,4600 S. Redwood Road,,,Salt Lake City,Salt Lake,420500,4502500,2021,2.93139138,4.30978313,0.1018272,0.260686,,0.26012686,0.20898049,-12461170.31,4963721.449
950,11594,Tooele Army Depot- Tooele Army Depot,Tooele Army Depot,"JMTE-BON, Bldg 501, Attn: Nick Montgomery",,Tooele,Tooele,358300,4488200,2020,0.98875478,16.59466804,0.00526661,49.48769459,0.52520791,4.57057505,1.15484882,-12542708.07,4943618.994
951,10565,Geneva Rock Products- Point of the Mountain (Hansen-Lehi) Facility,15547 South Minuteman Drive,,,Draper,Salt Lake,423000,4480000,2020,214.6707938,273.1081698,0.0072,132.1523988,,31.66809243,22.28989748,-12457572.54,4934055.325
952,10238,PacifiCorp- Huntington Power Plant,P. O. Box 680,,,Huntington,Emery,493130,4358840,2020,4412.949726,4739.100216,0.63526779,449.6320948,,258.291802,60.83692706,-12365342.89,4776107.655
953,10237,PacifiCorp- Hunter Power Plant,Hunter Power Plant,PO Box 569,,Castle Dale,Emery,497800,4335800,2020,2277.783557,9098.657427,1.39053615,687.728615,,382.1724725,110.7154182,-12359298.58,4746256.061
954,14605,R.N. Industries - Bluebell Disposal Facility,6878 West Bluebell Road,,,Roosevelt,Duchesne,574550,4464503,2020,,9.33,,0.5,,0.5,20.57,-12258773.15,4913682.598
955,10184,Geneva Rock Products- South Weber Pit,Mouth of Weber Canyon on Highway 89,,,South Weber,Davis,423700,4553800,2020,1.31295091,3.12526099,,8.10455942,,1.40312344,0.23251533,-12457658.07,5031819.654
956,10251,"Intrepid Potash - Moab, LLC- Salt & Potash Production Facility",1 Potash Road,,,Moab,Grand,622800,4273600,2020,10.90667344,11.774248,0.14288,12.4756576,,0.33992691,1.18229976,-12199474.23,4664879.036
957,12188,Western Rock Products Corporation- Fort Pierce Pit,2 miles E of Bloominton exit,south of St. George exit  I-15,,St. George,Washington,274500,4102200,2020,31.37174891,142.4823798,,16.85289497,,11.07853399,11.33545273,-12638708.96,4444537.591
958,10327,Intermountain Power Service Corporation- Intermountain Generation Station,850 West Brush Wellman Road,,,Delta,Millard,364200,4374400,2020,791.6724083,8630.667033,1.4235868,873.9108558,,813.3489056,88.39771712,-12532304.78,4794775.178
959,12538,"Liberty Safe and Security Products, Inc.- Payson Manufacturing Plant",1199 West Utah Ave,,,Payson,Utah,435790,4432190,2020,1.1716,4.94111,0.00441735,0.223704,,0.215594,14.5116075,-12440246.6,4871392.299
960,10578,LDS Church- LDS Central Heating Plant,40 North 200 West,LDS Central Heating Plant,,Salt Lake City,Salt Lake,423190,4513410,2021,11.761524,5.664174,0.4491552,1.0674636,,1.0661136,0.7698705,-12457776.73,4978192.624
961,14177,"Mountain States Asphalt, Inc. - Liquid Asphalt, Atmospheric Tower Bottoms, and Crude Oil Terminal",205 S Emerald Rd,,,Tooele,Tooele,386886,4487155,2021,0.02821138,0.00500395,0.00016013,0.02432752,,0.02432752,53.28035156,-12505125.93,4942884.082
962,10819,Springville City Corporation: Whitehead Power Plant,450 West 700 North,,,Springville,Utah,447400,4447250,2021,1.57239245,16.6407099,0.01528046,1.8020453,,1.800948,10.06471376,-12425234.94,4891256.186
963,10875,Provo Steel and Supply- Safe Manufacturing Facility,1400 S State,,,Provo,Utah,445844,4451792,2021,0.271656,0.3234,0.00158466,0.07025637,,0.02458164,24.507787,-12427311.77,4897204.958
964,12299,Bolinder Resources LLC- Stansbury Island Aggregate Plant,"Stansbury Island, Six miles",north from exit 84 on I-80,,Tooele County,Tooele,371460,4517280,2021,0.93397424,2.70613782,,0.90210783,,0.25514911,0.14113288,-12526079.48,4982366.486
965,10706,Dugway Proving Ground - U.S. Army - Dugway Proving Ground,5450 Doolitte Avenue,,,Dugway,Tooele,334995,4449204,2021,27.31327471,30.6709218,0.1097688,241.8985033,,26.07903939,8.36885798,-12572200.65,4891696.873
966,10880,Global Coatings Incorporated- Steel Coating Application Facility,200 West 700 South,,,Pleasant Grove,Utah,437032,4468189,2021,0.279388,0.2842717,,1.6038475,,0.75272501,5.826751,-12439018.54,4918671.819
967,15950,Schuff Steel Company - Lindon Steel Fabrication Facility,325 S Geneva Road,,,Lindon,Utah,437472,4464764,2021,,,,0.6974886,,5.876E-05,8.805225,-12438404.37,4914170.061
968,14410,"LGS UT, LLC, dba Look Trailers Cargo Trailer Manufacturing Plant",1650 N 1350 W,,,Springville,Utah,445870,4448827,2021,0.1783824,0.21236,0.00679552,0.01632496,,0.01613936,16.8116798,-12427249.97,4893312.054
969,10517,Teva Pharmaceuticals USA Pharmaceutical Manufacturing Facility,575 Chipeta Way,,,Salt Lake City,Salt Lake,430650,4511750,2021,15.62682975,15.4196165,0.52072174,1.41789715,,1.41789715,4.34867546,-12447917.42,4976092.518
970,10562,Olympia Sales Company: Cabinet Manufacturing Facility,1537 South 700 West,,,Salt Lake City,Salt Lake,423096,4509802,2021,0.23670312,0.22978828,0.00109074,3.20915364,,3.20915364,27.27747544,-12457851.32,4973415.673
971,11199,"Midwestern Fabricators, LLC- Fiberglass Manufacturing Plant",1235 South Pioneer Rd.,,,Salt Lake City,Salt Lake,419193,4510557,2021,0.1995,0.2375,0.00116375,0.01805,,0.01805,3.10994347,-12463007.36,4974359.412
972,10121,Hill Air Force Base- Main Base,75 CEG/CEIE,"7290 Weiner Street, Building 383",,Hill Air Force Base,Davis,416588,4553000,2021,134.027956,114.884766,1.975288,18.91414,,13.393948,124.333544,-12467077.12,5030651.386
973,10450,Salt Lake City Department of Airports - Salt Lake City International Airport,776 N Terminal Drive,,,Salt Lake City,Salt Lake,417300,4515300,2021,15.09088893,17.14613728,0.31676235,5.762532,,1.95788175,9.39503336,-12465572.51,4980611.144
974,12280,Weber State University- Weber State University Campus,1410 Edylason St,,,Ogden,Weber,420915,4560896,2021,0.90996681,1.21674421,4.8E-05,0.08380171,,0.08378919,0.06021829,-12461453.23,5041230.754
975,13079,"Dominion Energy Questar Pipeline Company, LLC- Blind Canyon Compressor station",Remote Location,West Tavaputs Plateau,,Myton,Uintah,641178,4492171,2021,6.19626,13.916245,,2.11672577,,2.11672577,5.37,-12170805.95,4948870.958
976,10812,Nestle USA Prepared Foods Division Inc.- Prepared Foods Processing Plant,815 West Ray Klauck Way,,,Springville,Utah,446910,4448660,2021,16.588184,9.96058,,1.6501444,,1.6501444,1.098613,-12425888.49,4893102.506
977,10946,Central Weber Sewer Improvement District - Wastewater Treatment Plant,2618 W Pioneer Road,,,Ogden,Weber,412650,4569380,2021,4.47697586,7.16105436,,0.17155102,,0.17067703,1.05646386,-12472558.95,5052415.653
978,11532,Dominion Energy Questar Pipeline LLC: Kastler Marushack Compressor Station,"Section 16, T3N, R24E",N4539184   E 650257,,Daggett County,Daggett,650260,4539180,2021,28.27489863,738.4174366,3.12604918,4.86678175,,4.86659738,40.34178025,-12157609.22,5010861.921
979,13043,Fetzer's Incorporated West Valley Woodworking Plant,6223 West Double Eagle Circle,,,West Valley City,Salt Lake,412200,4501800,2021,0.2945775,1.15501066,0.021376,0.07006719,,0.07006719,27.54923914,-12472089.45,4962672.601
980,10847,"Hydro Extrusion USA, LLC - Unrecycled Aluminum Scrap Production",1550 N Kirby Lane,,,Spanish Fork,Utah,445200,4442200,2021,16.32893245,19.6813168,,4.89545964,,3.41252206,2.76023093,-12428063.35,4884609.723
981,14185,OWL SWD Operating LLC OWL Danish Flats SWD,2.5 miles North of Interstate 70,Exit 214,,Cisco,Grand,648198,4327028,2021,0.4218,0.2109,,0.009481,,0.002536,84.240725,-12165736.53,4733107.127
982,10482,"Fashion Cabinet Manufacturing, Inc.",5440 W Axel Park Road,,,West Jordan,Salt Lake,413813,4509042,2021,1.03361936,0.55577165,0.01179424,0.03819844,,0.03819844,34.69875475,-12470076.15,4972274.753
983,10152,"ATK Space Systems, Inc- Clearfield Manufacturing Facility",Freeport Center 14th Street,,,Clearfield,Davis,414000,4550000,2021,1.38821929,0.80896891,0.02076555,0.28152805,,0.27650939,24.91883789,-12470461.83,5026619.374
984,10707,Lhoist North America - Grantsville Plant,Grantsville Plant,8700 N. Ellerbeck Rd.,,Grantsville,Tooele,369000,4504800,2021,0.02533999,0.03624607,,9.9318988,,1.49090841,0.43067949,-12529033.74,4965797.369
985,12197,QG Printing II Corp. - Printing Press - Crossroads Corporate Center,1090 South 3800 West,Building No. 3,,Salt Lake City,Salt Lake,417130,4509600,2021,0.1632,0.816,0.026112,0.062016,,0.062016,0.17493225,-12465712.67,4973063.297
986,12495,Utah Municipal Power Agency: West Valley Power Plant,5935 West 4700 South,,,West Valley City,Salt Lake,412828,4502036,2021,20.8553,84.98798133,,8.5898835,,8.5898835,2.73314475,-12471266.2,4962994.329
987,10480,Ameritech Coatings Incorporated - Aluminium Dross Processing Facility,534 West 800 South,,,Salt Lake City,Salt Lake,423517,4511433,2021,0.0878136,0.10454,0.00334528,0.00794504,,0.00794504,2.79944331,-12457318.94,4975580.591
988,12538,"Liberty Safe and Security Products, Inc.- Payson Manufacturing Plant",1199 West Utah Ave,,,Payson,Utah,435790,4432190,2021,1.1518,4.89458,0.004312,0.231842,,0.223732,15.688885,-12440246.6,4871392.299
989,14775,"Innophos, LLC. - North Salt Lake Plant",680 North 700 West,,,North Salt Lake,Davis,421856,4522915,2021,4.2929646,4.08278414,0.1289568,15.29157053,,15.2891126,13.66076833,-12459668.65,4990766.241
990,10348,Murray City Power Department- Electrical Generation Plant,157 W 4800 S,,,Murray,Salt Lake,424411,4501981,2021,7.97560601,5.26786953,,0.64164452,,0.64161876,0.20634477,-12456012.92,4963089.3
991,16049,Intermountain Healthcare - Riverton Hospital,3741 West 12600 South,,,Riverton,Salt Lake,416909,4485873,2021,2.81836826,1.12744054,0.0880932,0.2171769,,0.21651351,0.18565904,-12465655.32,4941713.263
992,11297,"Frito-Lay, Inc. Salty Snack Plant",6301 West 4700 South,,,West Valley City,Salt Lake,412120,4502300,2021,6.46151879,7.42477772,0.33262,10.53979021,,10.53979021,1.601937,-12472202.58,4963332.286
993,10491,Firestone Building Products Foam Insulation Manufacturing Facility,3790 Great Lakes Drive,,,West Valley City,Salt Lake,417500,4507000,2021,0.92935,1.10875,0.00273787,0.932465,,0.082465,55.31073125,-12465186.84,4969628.933
994,11549,"Western Emulsion, Inc - North Salt Lake Asphalt Terminal",95 West 1100 North,,,North Salt Lake,Davis,422883,4523508,2021,2.14326,2.5515,0.081648,0.313914,,0.205914,1.9466325,-12458320.81,4991566.389
995,10790,Brigham Young University- Main Campus,B-340 ASB,Brigham Young University,,Provo,Utah,445000,4455200,2021,9.66457334,38.00711195,2.09644832,5.63342631,,5.62270837,4.90157604,-12428448.35,4901673.632
996,15998,"Wildcat Sand, LLC - Uintah County Sand Processing Plant",Section 17 T3S R1E,,,Uintah County,Uintah,593455,4453216,2021,1.64559825,1.05844749,,0.31252014,0.01187723,0.13710191,0.11157027,-12234187.21,4898570.518
997,10355,Pacificorp Energy- Gadsby Power Plant,1407 West North Temple (rear),,,Salt Lake City,Salt Lake,421582,4513486,2021,48.36619402,69.05004613,2.77528678,11.11789983,,5.55110762,3.81267983,-12459898.5,4978270.929
